
 'MICER spectrum':

  detector  wavelength      value      rel. std. dev.
        15      159       1.61453E-01   0.1290
        16      159       1.71952E-01   0.1359
        17      159       9.62147E-02   0.0393
        18      159       9.67511E-02   0.0438
        19      159       1.05074E-01   0.0456
        20      159       1.18374E-01   0.0565
        21      159       1.34631E-01   0.0485
        22      159       1.36639E-01   0.0376
        23      159       1.26980E-01   0.0419
        24      159       1.27000E-01   0.0431
        25      159       1.24146E-01   0.0451
        26      159       1.44714E-01   0.0661
        27      159       2.04007E-01   0.0372
        28      159       2.29115E-01   0.0398
        29      159       1.93804E-01   0.0510
        30      159       1.30474E-01   0.0455
        31      159       1.89019E-01   0.0461
        32      159       2.50552E-01   0.0457
         1      160       9.70257E-02   0.0950
         2      160       1.01811E-01   0.0894
         3      160       1.06785E-01   0.0897
         4      160       1.09257E-01   0.0918
         5      160       1.09984E-01   0.0931
         6      160       1.04625E-01   0.0878
         7      160       1.05605E-01   0.0885
         8      160       1.09838E-01   0.0900
         9      160       1.03093E-01   0.0886
        10      160       1.08242E-01   0.0986
        11      160       1.10256E-01   0.1031
        12      160       1.13448E-01   0.1073
        13      160       1.17474E-01   0.1159
        14      160       1.20237E-01   0.1217
        15      160       1.29467E-01   0.1357
        16      160       1.48931E-01   0.1424
        17      160       9.10159E-02   0.0413
        18      160       8.63560E-02   0.0519
        19      160       1.00544E-01   0.0595
        20      160       1.25413E-01   0.0830
        21      160       1.39363E-01   0.0586
        22      160       1.31606E-01   0.0463
        23      160       1.18869E-01   0.0484
        24      160       1.10416E-01   0.0396
        25      160       9.88947E-02   0.0318
        26      160       1.13091E-01   0.0351
        27      160       1.78073E-01   0.0354
        28      160       2.21065E-01   0.0383
        29      160       1.59751E-01   0.0458
        30      160       1.13434E-01   0.0347
        31      160       1.86110E-01   0.0428
        32      160       2.26934E-01   0.0445
         1      161       9.56386E-02   0.1242
         2      161       9.39650E-02   0.1160
         3      161       9.69414E-02   0.1162
         4      161       9.79953E-02   0.1185
         5      161       9.98145E-02   0.1190
         6      161       1.00529E-01   0.1212
         7      161       1.00679E-01   0.1236
         8      161       1.02084E-01   0.1265
         9      161       1.03221E-01   0.1296
        10      161       1.00191E-01   0.1226
        11      161       9.88812E-02   0.1293
        12      161       9.86240E-02   0.1349
        13      161       9.98136E-02   0.1416
        14      161       1.02816E-01   0.1465
        15      161       1.11085E-01   0.1485
        16      161       1.21035E-01   0.1527
        17      161       8.20760E-02   0.0468
        18      161       8.23823E-02   0.0585
        19      161       8.51551E-02   0.0534
        20      161       9.65803E-02   0.0467
        21      161       1.07378E-01   0.0543
        22      161       1.04910E-01   0.0378
        23      161       9.90996E-02   0.0363
        24      161       1.06037E-01   0.0390
        25      161       9.75928E-02   0.0401
        26      161       1.03731E-01   0.0481
        27      161       1.62138E-01   0.0391
        28      161       1.89719E-01   0.0404
        29      161       1.37410E-01   0.0428
        30      161       1.18140E-01   0.0571
        31      161       1.79143E-01   0.0588
        32      161       2.14156E-01   0.0530
         1      162       8.24537E-02   0.1320
         2      162       8.23477E-02   0.1216
         3      162       8.29245E-02   0.1245
         4      162       8.35627E-02   0.1267
         5      162       8.57331E-02   0.1275
         6      162       8.80237E-02   0.1286
         7      162       9.29675E-02   0.1286
         8      162       9.50268E-02   0.1313
         9      162       9.48816E-02   0.1361
        10      162       9.32946E-02   0.1307
        11      162       9.49530E-02   0.1354
        12      162       9.68993E-02   0.1403
        13      162       9.98229E-02   0.1465
        14      162       1.03113E-01   0.1517
        15      162       1.08976E-01   0.1588
        16      162       1.17296E-01   0.1666
        17      162       7.26695E-02   0.0495
        18      162       7.71275E-02   0.0616
        19      162       8.68392E-02   0.0656
        20      162       1.02779E-01   0.0827
        21      162       1.03723E-01   0.0764
        22      162       1.04146E-01   0.0561
        23      162       9.74648E-02   0.0545
        24      162       9.39100E-02   0.0437
        25      162       8.76792E-02   0.0398
        26      162       9.74964E-02   0.0805
        27      162       1.49517E-01   0.0449
        28      162       1.72116E-01   0.0426
        29      162       1.26310E-01   0.0508
        30      162       9.79646E-02   0.0573
        31      162       1.61096E-01   0.0604
        32      162       1.98752E-01   0.0579
         1      163       8.04229E-02   0.1431
         2      163       8.21577E-02   0.1339
         3      163       8.56122E-02   0.1338
         4      163       8.92542E-02   0.1338
         5      163       9.23376E-02   0.1345
         6      163       9.35357E-02   0.1378
         7      163       9.33923E-02   0.1408
         8      163       9.73894E-02   0.1418
         9      163       9.84891E-02   0.1438
        10      163       9.54229E-02   0.1444
        11      163       9.51927E-02   0.1517
        12      163       9.74819E-02   0.1553
        13      163       1.00381E-01   0.1616
        14      163       1.04041E-01   0.1674
        15      163       1.08270E-01   0.1781
        16      163       1.14726E-01   0.1907
        17      163       5.82505E-02   0.0480
        18      163       6.91102E-02   0.0621
        19      163       7.34767E-02   0.0699
        20      163       8.69348E-02   0.0943
        21      163       8.72192E-02   0.0834
        22      163       8.34824E-02   0.0471
        23      163       7.80932E-02   0.0387
        24      163       7.38809E-02   0.0353
        25      163       7.64862E-02   0.0316
        26      163       8.57498E-02   0.0380
        27      163       1.18547E-01   0.0534
        28      163       1.43047E-01   0.0584
        29      163       1.14622E-01   0.0648
        30      163       1.00201E-01   0.0692
        31      163       1.20786E-01   0.0502
        32      163       1.41364E-01   0.0537
         1      164       3.75810E-02   0.0482
         2      164       3.89194E-02   0.0503
         3      164       4.32620E-02   0.0566
         4      164       4.44189E-02   0.0631
         5      164       4.30966E-02   0.0572
         6      164       4.25976E-02   0.0548
         7      164       4.26805E-02   0.0559
         8      164       4.35233E-02   0.0620
         9      164       4.42636E-02   0.0661
        10      164       4.29166E-02   0.0722
        11      164       4.30449E-02   0.0756
        12      164       4.16033E-02   0.0710
        13      164       3.88897E-02   0.0636
        14      164       3.71037E-02   0.0632
        15      164       3.56504E-02   0.0655
        16      164       3.72658E-02   0.0676
        17      164       5.26742E-02   0.0321
        18      164       5.51444E-02   0.0332
        19      164       6.02282E-02   0.0326
        20      164       6.37890E-02   0.0286
        21      164       6.66187E-02   0.0259
        22      164       6.67125E-02   0.0277
        23      164       6.22096E-02   0.0230
        24      164       6.39452E-02   0.0266
        25      164       6.44610E-02   0.0214
        26      164       7.31387E-02   0.0215
        27      164       8.84319E-02   0.0276
        28      164       8.92537E-02   0.0318
        29      164       7.89197E-02   0.0306
        30      164       7.36902E-02   0.0275
        31      164       9.40463E-02   0.0302
        32      164       1.08630E-01   0.0378
         1      165       3.93094E-02   0.0533
         2      165       4.05410E-02   0.0533
         3      165       4.16836E-02   0.0569
         4      165       4.34585E-02   0.0612
